"web3bugs_id","mvbench_sheet","oracle_id","source_dataset","source_category","source_subcategory","reporting_time","bug_link","finding_slug","contest_slug","finding_id","project_slug","finding_title","source_root_cause","source_exploitation_method","source_fix_strategy","evidence_source","semantic_label","mvsi_subtype","violated_invariant","coupled_state_entities","primary_state_entity","counterpart_state_entity","external_proxy_state","desynchronization_step","sink_type","impact_type","attacker_model","overlaps_mvscan_eval_repo","strict_b0_match","matched_b0_bucket_id","fn_reason","notes","mvbench_candidate_rows","strict_match_notes"
"59","59src","WEB3BUGS-59-M-06","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/333","2021-11-malt#m-06","2021-11-malt","M-06","malt","AbstractRewardMine - Re-entrancy attack during withdrawal","_withdraw transfers reward tokens before updating _userWithdrawn and _globalWithdrawn.","A token with transfer hooks re-enters withdrawal while earned still observes old withdrawn state and drains rewards.","Apply checks-effects-interactions by updating withdrawn accounting before transfer.","Web3Bugs report 59.md; Code4rena report; GitHub issue 333; AbstractRewardMine.sol","other-logical-bug","NA","Withdrawn accounting must be advanced before external token transfer can re-enter reward withdrawal.","_userWithdrawn, _globalWithdrawn, rewardToken transfer","_userWithdrawn","rewardToken transfer callback","hook-enabled reward token","_withdraw performs external transfer before synchronizing withdrawn accounting.","external-call","loss","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Reentrancy-rooted issue; MV-SI litmus excludes bugs reducible to reentrancy.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-07","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/313","2021-11-malt#m-07","2021-11-malt","M-07","malt","MovingAverage.setSampleMemory may break exchangeRate in StabilizerNode.stabilize","setSampleMemory changes sampleMemory without properly repositioning samples, counter, and active sample state.","After an admin changes sampleMemory, getValueWithLookback can read mispositioned samples, return near-zero or revert, and distort stabilize exchangeRate.","Remove setSampleMemory or fully migrate ring-buffer indexes and active samples.","Web3Bugs report 59.md; Code4rena report; GitHub issue 313; MovingAverage.sol; StabilizerNode.sol","MV-SI","Type-I-temporal-checkpoint","Moving-average sample capacity, active samples, and counter position must describe the same ring-buffer history.","sampleMemory, samples, counter, activeSamples, exchangeRate","sampleMemory","counter and samples","NA","setSampleMemory updates capacity without synchronizing ring-buffer position and active sample history.","accounting","loss","privileged","yes","no","NA-no-strict-B0-match","FN0-no-same-finding-tag-row","Admin-triggered but semantic defect is stale moving-average buffer state.","","No same-finding MV-Bench row was found for sampleMemory/exchangeRate desynchronization."
"59","59src","WEB3BUGS-59-M-08","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/252","2021-11-malt#m-08","2021-11-malt","M-08","malt","_getFirstSample returns wrong sample if count < sampleMemory","_getFirstSample assumes the samples ring buffer has wrapped and returns counter+1 even when early slots are still valid.","Before the buffer fills, TWAP computation reads a zero-initialized sample and returns an incorrect average.","Return index 0 when counter+1 is still less than sampleMemory, or otherwise track valid sample count.","Web3Bugs report 59.md; Code4rena report; GitHub issue 252; MovingAverage.sol","other-logical-bug","NA","The first sample used for TWAP must be synchronized with whether the ring buffer has wrapped.","counter, sampleMemory, samples, valid sample count","valid sample count","counter-derived first sample","NA","_getFirstSample consumes counter/sampleMemory without checking that the buffer has wrapped or all samples are valid.","accounting","loss","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Strict MV/SV re-audit: read-side ring-buffer index/formula bug. It reads the wrong sample before wraparound, but the source does not establish an execution path that updates one state constituent while leaving a required counterpart stale; not SV-SI either because it is not same-variable stale state.","sheet=59src | row=73 | abl=B1 | type=TP | finding=[multi_var_cross_contract] idToAuction, samples, counter  tx-set -> consult(uint256), realValueOfLPToken(uint256)   • write  contracts/MovingAverage.sol:208  (MovingAverage.('update', ['uint256'], []))   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • read  contracts/Auction.sol:640  (Auction.('_finalizeAuction', ['uint256'], []))   • read  contracts/MovingAverage.sol:291  (MovingAverage.('updateCumulative', ['uint256'], [])) | report= | comments=[M-08] || sheet=59src | row=74 | abl=B1 | type=TP | finding=[multi_var_cross_contract] idToAuction, samples, counter  tx-set -> realValueOfLPToken(uint256)   • write  contracts/MovingAverage.sol:310  (MovingAverage.('updateCumulative', ['uint256'], []))   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • read  contracts/Auction.sol:859  (Auction.('allocateArbRewards', ['uint256'], ['uint256']))   • read  contracts/MovingAverage.sol:294  (MovingAverage.('updateCumulative', ['uint256'], [])) | report= | comments=[M-08] || sheet=59src | row=283 | abl=B3 | type=TP | finding=[multi_var_cross_contract] samples, counter  tx-set -> addLiquidity()   • write  contracts/MovingAverage.sol:296  (MovingAverage.('updateCumulative', ['uint256'], []))   • write  contracts/MovingAverage.sol:310  (MovingAverage.('updateCumulative', ['uint256'], []))   • read  contracts/MovingAverage.sol:291  (MovingAverage.('updateCumulative', ['uint256'], []))   • read  contracts/MovingAverage.sol:303  (MovingAverage.('updateCumulative', ['uint256'], [])) | report= | comments=[M-08]","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-09","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/255","2021-11-malt#m-09","2021-11-malt","M-09","malt","UniswapHandler.maltMarketPrice returns wrong decimals","maltMarketPrice computes price in rewardDecimals but returns maltDecimals in one branch.","Callers may scale the returned price incorrectly if they rely on the decimals return value.","Return rewardDecimals for the rewardDecimals < maltDecimals branch.","Web3Bugs report 59.md; Code4rena report; GitHub issue 255; UniswapHandler.sol","other-logical-bug","NA","A price value and its returned decimals metadata must use the same unit scale.","price, decimals, rewardDecimals, maltDecimals","price","decimals","Uniswap reserves","maltMarketPrice returns a decimals counterpart that does not match the computed price scale.","accounting","accounting","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Unit metadata mismatch; not a persistent state synchronization issue.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-10","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/88","2021-11-malt#m-10","2021-11-malt","M-10","malt","AuctionParticipant.sol setReplenishingIndex mistake could freeze unclaimed tokens","Admin can set replenishingIndex too high and cannot lower it, skipping auctions with unclaimed tokens.","A mistaken or malicious index increase strands claimable auction tokens below the new replenishingIndex.","Remove or constrain the setter; advance one index at a time only after proving prior auctions are fully claimed.","Web3Bugs report 59.md; Code4rena report; GitHub issue 88; AuctionParticipant.sol","MV-SI","Type-II-asset-utility","replenishingIndex must not advance past auctionIds that still have claimable participant rewards.","replenishingIndex, auctionIds, unclaimed auction tokens","auctionIds with claimable tokens","replenishingIndex","NA","setReplenishingIndex updates the cursor without synchronizing against claimable-token state for earlier auctions.","reward","DoS","privileged","yes","no","NA-no-strict-B0-match","FN0-no-same-finding-tag-row","Cursor/reward-state desynchronization.","","No same-finding MV-Bench row was found for replenishingIndex/unclaimed-token freeze."
"59","59src","WEB3BUGS-59-M-11","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/190","2021-11-malt#m-11","2021-11-malt","M-11","malt","No max for advanceIncentive","DAO admin can set advanceIncentive to an arbitrarily large value.","advance then mints an excessive incentive amount to callers, enabling dilution or rug-pull behavior.","Enforce a reasonable maximum advanceIncentive.","Web3Bugs report 59.md; Code4rena report; GitHub issue 190; DAO.sol","other-logical-bug","NA","Mint incentives should be bounded by protocol economics.","advanceIncentive, mint amount","advanceIncentive","DAO.advance mint amount","NA","setAdvanceIncentive sets an unbounded value later consumed by advance.","mint","overmint","privileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Parameter-bound/admin-privilege bug.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-12","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/329","2021-11-malt#m-12","2021-11-malt","M-12","malt","Permissions - return values not checked when sending ETH","Permissions uses low-level call for ETH transfer without checking success.","Emergency ETH withdrawal can appear successful while the destination call failed.","Check the bool return value and revert on failed calls.","Web3Bugs report 59.md; Code4rena report; GitHub issue 329; Permissions.sol","other-logical-bug","NA","Emergency ETH withdrawal state should reflect whether ETH transfer actually succeeded.","ETH balance, low-level call success","low-level call result","withdrawal operation success","destination contract receive behavior","emergencyWithdrawGAS and partialWithdrawGAS ignore call return values.","external-call","DoS","privileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Unchecked-call bug.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-13","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/4","2021-11-malt#m-13","2021-11-malt","M-13","malt","Reducing the epoch length results in leaking value from advancement incentives","DAO computes epoch eligibility from genesis timestamp and current epochLength, with no checkpoint for previous epoch lengths.","After admin reduces epochLength, advance can be called repeatedly to mint unnecessary incentives for epochs the old schedule already covered.","Store last epoch-length modification time or checkpoint epoch schedule when changing epochLength.","Web3Bugs report 59.md; Code4rena report; GitHub issue 4; DAO.sol","MV-SI","Type-I-temporal-checkpoint","Epoch number, epoch length, and elapsed-time checkpoint must describe the same epoch schedule before minting advance incentives.","epoch, epochLength, genesis timestamp, advanceIncentive","epoch schedule checkpoint","epochLength","block.timestamp","setEpochLength updates epochLength without synchronizing the schedule baseline used by advance.","mint","overmint","privileged","yes","no","NA-no-strict-B0-match","FN0-no-same-finding-tag-row","Temporal checkpoint desynchronization.","","No same-finding MV-Bench row was found for epoch-length/advancement incentive leakage."
"59","59src","WEB3BUGS-59-M-14","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/250","2021-11-malt#m-14","2021-11-malt","M-14","malt","Wrong permissions on reassignGlobalAdmin","reassignGlobalAdmin requires TIMELOCK_ROLE but revokeRole also requires the caller to have ADMIN_ROLE.","If the timelock only has TIMELOCK_ROLE, global admin reassignment reverts and role migration can be locked out.","Align role admin requirements with the intended caller or ensure timelock has the required admin role.","Web3Bugs report 59.md; Code4rena report; GitHub issue 250; Permissions.sol","other-logical-bug","NA","The role authorized to call reassignGlobalAdmin must also be authorized to perform the underlying role revocations.","TIMELOCK_ROLE, ADMIN_ROLE, role admin mapping","role admin mapping","reassignGlobalAdmin caller role","NA","Function gates on TIMELOCK_ROLE while internal AccessControl operations require ADMIN_ROLE.","access-control","governance","privileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Access-control role configuration bug.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-15","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/251","2021-11-malt#m-15","2021-11-malt","M-15","malt","Bonding does not work with fee-on transfer tokens","Bonding assumes amount transferred equals amount received for stake tokens.","A fee-on-transfer stake token makes _balanceCheck fail because the contract receives less than amount.","Measure balance before and after transfer and use the actual received amount.","Web3Bugs report 59.md; Code4rena report; GitHub issue 251; Bonding.sol","other-logical-bug","NA","Bonded accounting should use actual tokens received when token transfer semantics can reduce receipts.","requested amount, actual received balance, bonded amount","actual received balance","requested amount","fee-on-transfer token behavior","_bond consumes requested amount as if it matched balance delta.","accounting","DoS","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","ERC20 integration/fee-on-transfer compatibility issue.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-16","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/56","2021-11-malt#m-16","2021-11-malt","M-16","malt","theft of system profit","Above-peg stabilization can be sandwiched so an attacker extracts value that would otherwise become system profit.","Attacker sells Malt to move price, calls stabilize to push price lower, then buys back cheaper and repays flash-loaned Malt.","Consider stabilization during above-peg sells or redesign to reduce sandwichable profit extraction.","Web3Bugs report 59.md; Code4rena report; GitHub issue 56; PoolTransferVerification.sol; StabilizerNode.sol","other-logical-bug","NA","Above-peg system-profit capture should not be externally sandwichable at LP/user expense.","Malt AMM price, stabilize trade, system profit","system profit mechanism","AMM execution price","UniswapV2 reserves","Attacker manipulates AMM price around stabilize execution.","transfer","loss","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","MEV/price-manipulation issue; not labeled MV-SI.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-17","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/227","2021-11-malt#m-17","2021-11-malt","M-17","malt","Auction collateralToken will not work if token is fee-on-transfer token","Auction passes realCommitment to LiquidityExtension even if a fee-on-transfer collateral token delivers less than that amount.","purchaseAndBurn reverts because LiquidityExtension balance is below the amount parameter after transfer fees.","Use before/after balance deltas and pass actual received collateral to purchaseAndBurn.","Web3Bugs report 59.md; Code4rena report; GitHub issue 227; Auction.sol; LiquidityExtension.sol","other-logical-bug","NA","Auction commitment accounting should use actual collateral received when transfer semantics reduce receipts.","realCommitment, LiquidityExtension collateral balance, purchaseAndBurn amount","actual collateral received","realCommitment","fee-on-transfer collateral token behavior","purchaseArbitrageTokens forwards nominal commitment without synchronizing to the LiquidityExtension balance delta.","accounting","DoS","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","ERC20 integration/fee-on-transfer compatibility issue.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-18","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/87","2021-11-malt#m-18","2021-11-malt","M-18","malt","AuctionParticipant.sol purchaseArbitrageTokens should not push duplicate auctions","AuctionParticipant appends currentAuction to auctionIds on every purchase, allowing duplicate auction IDs.","Duplicate IDs cause claim/replenishingIndex logic to encounter repeated auctions with no additional yield, breaking incentive claims without manual intervention.","Prevent duplicate auction IDs, e.g. by using a mapping or membership check.","Web3Bugs report 59.md; Code4rena report; GitHub issue 87; AuctionParticipant.sol","MV-SI","Type-II-asset-utility","auctionIds and replenishingIndex must represent each auction with claimable participant state exactly once.","auctionIds, currentAuction, replenishingIndex, claimable yield","auctionIds","replenishingIndex","NA","purchaseArbitrageTokens updates auctionIds without synchronizing against existing membership for the current auction.","reward","DoS","unprivileged","yes","no","NA-no-strict-B0-match","FN0-no-same-finding-tag-row","Duplicate index/cursor desynchronization.","","No same-finding MV-Bench row was found for duplicate auction participation state."
"59","59src","WEB3BUGS-59-M-19","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/370","2021-11-malt#m-19","2021-11-malt","M-19","malt","MiningService.setBonding should use BONDING role instead of REINVESTOR one","setBonding swaps REINVESTOR_ROLE instead of BONDING_ROLE.","After changing bonding, BONDING_ROLE remains unmanaged or assigned incorrectly, breaking intended role access.","Swap BONDING_ROLE in setBonding.","Web3Bugs report 59.md; Code4rena report; GitHub issue 370; MiningService.sol","other-logical-bug","NA","The bonding address setter must update the bonding role, not an unrelated reinvestor role.","bonding address, BONDING_ROLE, REINVESTOR_ROLE","bonding address","BONDING_ROLE","NA","setBonding updates bonding but synchronizes the wrong role constant.","access-control","DoS","privileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Wrong-role configuration bug.","","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-20","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/188","2021-11-malt#m-20","2021-11-malt","M-20","malt","Users Can Contribute To An Auction Without Directly Committing Collateral Tokens","purchaseArbitrageTokens separates realCommitment accounting from collateral already sent to LiquidityExtension.","A user directly sends collateral to LiquidityExtension, calls purchaseArbitrageTokens with amount zero, and receives purchased Malt effects without commitment cap accounting.","Require nonzero realCommitment and base auction accounting on actual committed collateral flow.","Web3Bugs report 59.md; Code4rena report; GitHub issue 188; Auction.sol; LiquidityExtension.sol","MV-SI","Type-II-asset-utility","Auction purchased Malt, commitment caps, and participant commitments must be synchronized to the same collateral contribution.","realCommitment, auction.commitments, LiquidityExtension collateral balance, maltPurchased","auction.commitments","LiquidityExtension collateral balance","ERC20 collateral balance","Direct token transfer updates LiquidityExtension balance without synchronizing auction commitment accounting.","accounting","overmint","unprivileged","yes","no","NA-no-strict-B0-match","FN1-same-finding-tag-not-in-B0","Strict MV/SV re-audit: retained as MV-SI based on the accepted report framing: external collateral balance/purchase result is consumed without synchronizing auction commitment/cap accounting. Local code path is worth later adjudication during matching, but label is from known-finding evidence.","sheet=59src | row=68 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> purchaseArbitrageTokens(uint256), realValueOfLPToken(uint256)   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • write  contracts/Auction.sol:198  (Auction.('purchaseArbitrageTokens', ['uint256'], []))   • read  contracts/Auction.sol:186  (Auction.('purchaseArbitrageTokens', ['uint256'], []))   • read  contracts/Auction.sol:859  (Auction.('allocateArbRewards', ['uint256'], ['uint256'])) | report= | comments=[M-20], [L-13] || sheet=59src | row=106 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> averageMaltPrice(uint256), consult(uint256)   • write  contracts/Auction.sol:643  (Auction.('_finalizeAuction', ['uint256'], []))   • read  contracts/Auction.sol:335  (Auction.('averageMaltPrice', ['uint256'], ['uint256'])) | report= | comments=[M-20]","Same finding appears only in non-B0 ablations B1 rows 68 and 106; no strict B0 bucket."
"59","59src","WEB3BUGS-59-M-21","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/191","2021-11-malt#m-21","2021-11-malt","M-21","malt","StabilizerNode Will Mint An Incentive For Triggering An Auction Even If An Auction Exists Already","StabilizerNode and Auction use auctionActive and auctionExists inconsistently.","When an inactive auction exists, stabilize rewards the caller even though triggerAuction returns without starting a new auction.","Use auctionExists and auctionActive consistently before minting the auction-trigger incentive.","Web3Bugs report 59.md; Code4rena report; GitHub issue 191; StabilizerNode.sol; Auction.sol","other-logical-bug","NA","Auction-trigger incentives should be minted only when auction existence and active-state checks agree that a new auction was actually triggered.","auctionActive, auctionExists, currentAuction, advance incentive mint","auctionExists","auctionActive","NA","stabilize checks active state but triggerAuction consumes existence state and returns without synchronizing reward decision.","mint","overmint","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Strict MV/SV re-audit: inconsistent auction lifecycle predicates/reward-before-effect bug. Valid known bug, but better explained as an effect check mismatch than stale coupled-state reaching the mint sink; not SV-SI.","sheet=59src | row=62 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> auctionActive(uint256), realValueOfLPToken(uint256)   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • read  contracts/Auction.sol:269  (Auction.('auctionActive', ['uint256'], ['bool'])) | report= | comments=[M-21] || sheet=59src | row=64 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> auctionExists(uint256), realValueOfLPToken(uint256)   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • read  contracts/Auction.sol:383  (Auction.('auctionExists', ['uint256'], ['bool'])) | report= | comments=[M-21] || sheet=59src | row=101 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> auctionExists(uint256), consult(uint256)   • write  contracts/Auction.sol:643  (Auction.('_finalizeAuction', ['uint256'], []))   • read  contracts/Auction.sol:383  (Auction.('auctionExists', ['uint256'], ['bool'])) | report= | comments=[M-21]","Not in MV-SI recall denominator."
"59","59src","WEB3BUGS-59-M-22","Code4rena","Medium","NA","2022-02-14","https://github.com/code-423n4/2021-11-malt-findings/issues/215","2021-11-malt#m-22","2021-11-malt","M-22","malt","_calculateMaltRequiredForExit Uses Spot Price To Calculate Malt Quantity In exitEarly","AuctionEscapeHatch uses manipulable spot price from Uniswap reserves to calculate early-exit Malt quantity.","An attacker manipulates spot price with a flash loan and exits auction position on favorable manipulated terms.","Use a TWAP or manipulation-resistant oracle for exit pricing.","Web3Bugs report 59.md; Code4rena report; GitHub issue 215; AuctionEscapeHatch.sol; UniswapHandler.sol","other-logical-bug","NA","Auction early-exit pricing should use manipulation-resistant price data.","spot price, auction exit amount, AMM reserves","auction exit amount","spot price","UniswapV2 reserves","_calculateMaltRequiredForExit reads spot reserve price directly for an economic payout calculation.","accounting","loss","unprivileged","yes","no","NA-no-strict-B0-match","NA-not-MVSI","Oracle/spot-price manipulation issue rather than update omission.","","Not in MV-SI recall denominator."
